order_id,order_date,region,segment,category,product_name,quantity,sales,discount,profit
ORD-10100,2025-03-18,Central,Consumer,"Office Supplies",Paper,5,3685.94,0.20,65.46
ORD-10101,2025-11-19,Central,Consumer,Technology,Mouse,1,4116.04,0.20,983.46
ORD-10102,2025-03-28,Central,"Home Office",Technology,Keyboard,10,4584.56,0.05,782.88
ORD-10103,2025-02-22,West,Corporate,"Office Supplies",Paper,3,1699.88,0.00,253.18
ORD-10104,2025-02-14,East,"Home Office",Furniture,Bookshelf,1,4077.15,0.20,597.09
ORD-10105,2025-02-17,East,Consumer,"Office Supplies","Pen Set",9,4331.31,0.00,816.85
ORD-10106,2025-09-29,Central,Corporate,Technology,Monitor,1,3794.39,0.15,307.60
ORD-10107,2025-12-16,East,Corporate,Furniture,Desk,10,2449.32,0.00,709.80
ORD-10108,2024-01-15,East,"Home Office",Furniture,Desk,4,2783.64,0.00,967.81
ORD-10109,2024-06-06,North,"Home Office",Technology,Keyboard,9,2516.96,0.10,608.16
ORD-10110,2025-04-12,West,Consumer,"Office Supplies",Notebook,4,2778.76,0.15,824.07
ORD-10111,2025-02-28,North,Corporate,Furniture,Desk,5,1732.38,0.20,443.77
ORD-10112,2025-11-06,Central,"Home Office","Office Supplies","Pen Set",8,2473.72,0.05,498.64
ORD-10113,2025-01-21,Central,"Home Office","Office Supplies","Pen Set",4,2303.96,0.10,747.02
ORD-10114,2025-02-24,West,Consumer,Technology,Mouse,7,266.05,0.15,36.14
ORD-10115,2024-05-09,West,Consumer,Furniture,Desk,6,2536.34,0.20,687.12
ORD-10116,2024-01-16,Central,Corporate,"Office Supplies",Paper,3,3626.10,0.15,153.92
ORD-10117,2025-02-11,Central,"Home Office","Office Supplies","Pen Set",9,3266.69,0.10,470.41
ORD-10118,2025-09-24,Central,Consumer,"Office Supplies",Notebook,4,388.68,0.10,98.74
ORD-10119,2024-06-19,North,Corporate,"Office Supplies",Paper,1,3485.31,0.00,513.43
ORD-10120,2025-03-17,East,Corporate,Technology,Printer,7,770.57,0.20,138.53
ORD-10121,2025-09-16,South,Consumer,Technology,Monitor,4,4360.66,0.20,694.65
ORD-10122,2025-10-15,South,Corporate,Furniture,Desk,1,1307.19,0.10,391.73
ORD-10123,2024-03-16,Central,Consumer,"Office Supplies","Pen Set",10,2236.56,0.10,267.82
ORD-10124,2024-07-22,West,Corporate,"Office Supplies","Pen Set",2,4996.90,0.15,455.53
ORD-10125,2025-12-17,Central,Corporate,Furniture,Cabinet,5,1511.39,0.15,33.90
ORD-10126,2025-05-23,Central,"Home Office",Furniture,Chair,4,4172.55,0.10,885.08
ORD-10127,2024-09-13,South,"Home Office","Office Supplies",Binder,2,3404.93,0.05,1059.01
ORD-10128,2024-02-04,East,Corporate,Furniture,Chair,2,2918.89,0.05,913.29
ORD-10129,2024-05-15,South,Consumer,"Office Supplies",Notebook,9,3943.24,0.10,711.91
ORD-10130,2024-10-29,East,Corporate,"Office Supplies",Binder,2,3745.47,0.10,638.60
ORD-10131,2025-11-21,South,"Home Office",Technology,Monitor,6,4900.71,0.20,181.77
ORD-10132,2024-05-06,East,"Home Office","Office Supplies",Paper,10,2301.19,0.10,332.08
ORD-10133,2024-08-27,North,"Home Office",Furniture,Cabinet,9,2383.81,0.20,258.41
ORD-10134,2025-04-20,North,"Home Office",Furniture,Desk,7,4551.47,0.10,295.86
ORD-10135,2024-04-28,East,Corporate,Technology,Laptop,3,531.10,0.20,67.23
ORD-10136,2024-06-07,West,"Home Office","Office Supplies",Envelope,8,4432.80,0.00,1040.36
ORD-10137,2025-03-30,East,Consumer,"Office Supplies",Paper,6,2251.24,0.05,157.15
ORD-10138,2025-01-02,Central,"Home Office",Furniture,Cabinet,4,349.72,0.10,112.07
ORD-10139,2025-10-16,South,"Home Office","Office Supplies",Paper,1,3005.87,0.00,859.79
ORD-10140,2024-03-11,Central,Consumer,Technology,Monitor,4,4157.60,0.20,772.96
ORD-10141,2024-01-03,South,"Home Office",Technology,Printer,3,1422.51,0.05,287.44
ORD-10142,2024-01-16,North,Consumer,Technology,Laptop,10,1823.30,0.05,250.03
ORD-10143,2025-03-07,North,Consumer,Technology,Printer,8,2654.12,0.00,489.64
ORD-10144,2025-04-07,Central,Consumer,"Office Supplies",Envelope,1,2544.00,0.20,580.47
ORD-10145,2025-10-20,East,Corporate,Furniture,Table,8,4821.93,0.00,1466.78
ORD-10146,2025-03-30,West,"Home Office","Office Supplies",Paper,6,413.78,0.00,96.20
ORD-10147,2025-10-10,East,"Home Office",Technology,Monitor,7,2947.56,0.10,967.94
ORD-10148,2025-09-11,West,"Home Office",Furniture,Cabinet,9,2179.49,0.00,580.29
ORD-10149,2025-02-27,West,Consumer,Technology,Keyboard,7,1727.71,0.15,250.17
ORD-10150,2025-11-12,West,Corporate,Technology,Printer,8,1311.70,0.05,78.89
ORD-10151,2025-01-16,West,Consumer,Technology,Laptop,1,4068.26,0.20,756.45
ORD-10152,2024-05-05,East,"Home Office",Furniture,Table,1,2083.50,0.15,646.97
ORD-10153,2025-08-14,East,Consumer,Furniture,Cabinet,8,2561.69,0.05,274.80
ORD-10154,2024-04-27,Central,Corporate,Technology,Printer,4,3824.90,0.20,964.51
ORD-10155,2025-10-20,Central,"Home Office",Furniture,Table,5,2805.86,0.20,52.43
ORD-10156,2024-01-07,East,Corporate,"Office Supplies","Pen Set",10,947.96,0.05,224.86
ORD-10157,2025-06-27,North,Consumer,Technology,Monitor,8,1114.91,0.15,136.32
ORD-10158,2025-09-02,East,"Home Office","Office Supplies","Pen Set",3,470.54,0.00,45.75
ORD-10159,2025-03-29,North,Corporate,Furniture,Chair,10,3326.60,0.15,507.68
ORD-10160,2024-12-19,Central,Consumer,"Office Supplies",Binder,10,2178.07,0.10,383.32
ORD-10161,2025-02-08,North,Consumer,Furniture,Cabinet,1,4923.01,0.00,548.06
ORD-10162,2024-12-01,East,Corporate,Technology,Monitor,7,643.92,0.15,46.82
ORD-10163,2025-07-26,South,"Home Office","Office Supplies",Envelope,2,4175.10,0.10,622.60
ORD-10164,2025-04-15,West,Consumer,Furniture,Chair,10,4609.75,0.10,731.96
ORD-10165,2025-02-18,East,Consumer,"Office Supplies",Notebook,3,153.24,0.10,41.44
ORD-10166,2025-03-23,East,Consumer,Furniture,Bookshelf,7,4230.20,0.05,916.52
ORD-10167,2024-12-13,West,Corporate,Furniture,Chair,2,1146.78,0.05,221.49
ORD-10168,2024-12-23,Central,Consumer,Technology,Mouse,4,1787.94,0.05,126.66
ORD-10169,2024-06-05,South,"Home Office","Office Supplies",Binder,3,3813.07,0.00,1278.86
ORD-10170,2025-08-16,West,"Home Office",Furniture,Bookshelf,10,2272.08,0.20,243.03
ORD-10171,2024-03-10,South,Corporate,Furniture,Cabinet,5,2371.16,0.10,491.84
ORD-10172,2025-04-17,North,Corporate,"Office Supplies",Envelope,6,2286.97,0.00,684.97
ORD-10173,2025-06-03,Central,"Home Office",Technology,Laptop,9,1953.19,0.20,578.67
ORD-10174,2025-10-29,West,"Home Office",Furniture,Chair,8,981.79,0.20,157.49
ORD-10175,2024-03-27,North,Corporate,Technology,Keyboard,1,2547.52,0.05,291.24
ORD-10176,2025-09-16,Central,"Home Office","Office Supplies",Notebook,5,835.79,0.10,122.21
ORD-10177,2025-10-24,North,"Home Office","Office Supplies",Envelope,2,1706.51,0.10,336.85
ORD-10178,2025-11-03,East,"Home Office","Office Supplies","Pen Set",3,4823.83,0.20,530.66
ORD-10179,2025-11-02,East,Corporate,Furniture,Desk,3,3507.48,0.15,696.28
ORD-10180,2025-10-20,Central,Corporate,Technology,Printer,9,3968.73,0.05,270.02
ORD-10181,2024-01-19,Central,Corporate,Furniture,Bookshelf,4,1844.86,0.05,262.93
ORD-10182,2024-06-07,South,Consumer,"Office Supplies",Binder,9,431.97,0.00,121.50
ORD-10183,2024-12-10,North,"Home Office",Furniture,Table,3,4388.14,0.20,830.12
ORD-10184,2025-10-01,South,"Home Office",Technology,Monitor,8,4054.77,0.05,215.34
ORD-10185,2024-10-18,West,"Home Office","Office Supplies",Binder,4,3774.34,0.15,680.15
ORD-10186,2025-11-25,South,Corporate,"Office Supplies",Notebook,8,4738.29,0.15,1188.51
ORD-10187,2024-06-14,Central,Corporate,"Office Supplies",Envelope,3,4093.61,0.20,1113.05
ORD-10188,2024-04-15,East,"Home Office",Technology,Keyboard,2,3571.43,0.20,341.14
ORD-10189,2024-05-30,West,"Home Office",Technology,Printer,4,4163.68,0.00,1228.33
ORD-10190,2025-02-09,West,Consumer,"Office Supplies",Paper,7,2534.94,0.05,857.72
ORD-10191,2024-04-11,North,Corporate,"Office Supplies",Binder,3,4203.92,0.10,299.65
ORD-10192,2025-04-25,South,"Home Office","Office Supplies",Notebook,2,2270.58,0.00,126.47
ORD-10193,2025-09-15,Central,"Home Office",Technology,Monitor,5,2662.47,0.00,322.94
ORD-10194,2025-10-16,South,Corporate,Technology,Laptop,2,3979.80,0.15,211.95
ORD-10195,2025-10-09,Central,Consumer,"Office Supplies",Envelope,3,2601.11,0.05,331.33
ORD-10196,2025-08-07,East,Consumer,Technology,Mouse,9,2112.01,0.00,723.14
ORD-10197,2025-06-03,Central,"Home Office",Technology,Mouse,8,2793.05,0.15,92.34
ORD-10198,2024-01-17,East,"Home Office","Office Supplies","Pen Set",6,1817.61,0.00,222.36
ORD-10199,2024-12-06,Central,"Home Office",Furniture,Chair,9,710.38,0.10,93.46
ORD-10200,2025-05-05,West,"Home Office",Furniture,Desk,2,3177.09,0.05,809.57
ORD-10201,2024-02-14,East,Consumer,"Office Supplies",Paper,6,3965.99,0.00,1308.82
ORD-10202,2024-09-16,Central,Corporate,Furniture,Bookshelf,5,231.27,0.05,34.02
ORD-10203,2025-01-11,East,Consumer,Technology,Printer,8,2212.91,0.15,638.18
ORD-10204,2025-12-09,South,Corporate,"Office Supplies","Pen Set",5,2512.74,0.20,629.05
ORD-10205,2025-09-08,North,Corporate,Furniture,Bookshelf,9,4975.74,0.05,637.54
ORD-10206,2024-10-29,East,"Home Office",Technology,Laptop,7,1567.15,0.20,94.02
ORD-10207,2024-12-27,West,Consumer,"Office Supplies","Pen Set",5,3093.51,0.15,655.33
ORD-10208,2025-06-09,West,Corporate,Technology,Laptop,1,4015.43,0.05,332.61
ORD-10209,2024-03-09,North,Consumer,Furniture,Bookshelf,6,1218.18,0.10,176.46
ORD-10210,2025-11-26,Central,Consumer,Furniture,Chair,6,2277.12,0.10,371.58
ORD-10211,2025-01-10,South,"Home Office",Technology,Mouse,4,2020.27,0.10,642.76
ORD-10212,2025-01-31,West,"Home Office",Technology,Monitor,5,4572.04,0.00,1291.55
ORD-10213,2024-10-19,South,"Home Office",Furniture,Bookshelf,4,3485.20,0.15,197.93
ORD-10214,2025-03-31,South,"Home Office",Technology,Keyboard,6,4986.45,0.10,1211.02
ORD-10215,2024-06-10,East,Corporate,Furniture,Table,6,3573.46,0.05,688.34
ORD-10216,2025-05-20,South,Consumer,Technology,Monitor,10,180.11,0.20,21.73
ORD-10217,2024-03-08,Central,Consumer,Furniture,Desk,9,1580.99,0.15,226.46
ORD-10218,2024-11-20,North,Consumer,"Office Supplies",Envelope,8,3229.58,0.15,723.53
ORD-10219,2025-08-24,Central,"Home Office","Office Supplies",Binder,7,950.72,0.05,181.45
ORD-10220,2024-11-07,Central,Consumer,Technology,Laptop,4,865.05,0.10,115.75
ORD-10221,2024-07-20,North,Corporate,Furniture,Cabinet,5,3193.53,0.20,151.86
ORD-10222,2025-05-29,Central,Consumer,"Office Supplies",Envelope,10,3222.89,0.20,181.31
ORD-10223,2025-07-31,Central,Corporate,Furniture,Table,2,253.91,0.00,16.16
ORD-10224,2024-08-03,East,"Home Office",Furniture,Table,10,3846.45,0.15,814.28
ORD-10225,2024-11-05,East,"Home Office","Office Supplies",Envelope,5,2440.58,0.15,380.88
ORD-10226,2025-03-01,South,Corporate,Furniture,Chair,6,2447.04,0.05,543.24
ORD-10227,2024-05-13,East,Corporate,"Office Supplies","Pen Set",9,3815.29,0.20,159.69
ORD-10228,2025-04-05,North,Corporate,Technology,Keyboard,1,1277.20,0.00,175.06
ORD-10229,2024-06-12,West,Consumer,"Office Supplies",Envelope,6,4076.72,0.20,272.94
ORD-10230,2025-05-25,Central,Corporate,Technology,Keyboard,1,4401.42,0.15,206.93
ORD-10231,2024-08-08,West,Consumer,"Office Supplies",Envelope,1,2937.55,0.00,394.83
ORD-10232,2024-01-09,East,"Home Office",Furniture,Bookshelf,3,4243.50,0.15,1208.28
ORD-10233,2024-02-16,West,Corporate,Furniture,Cabinet,9,2032.88,0.20,139.04
ORD-10234,2025-05-31,North,Corporate,Furniture,Cabinet,5,2279.25,0.20,587.12
ORD-10235,2024-04-09,North,Consumer,Furniture,Table,9,1999.82,0.10,623.31
ORD-10236,2025-02-15,Central,"Home Office",Technology,Monitor,1,2525.39,0.00,230.09
ORD-10237,2024-06-01,Central,Corporate,"Office Supplies",Notebook,3,3050.99,0.20,330.70
ORD-10238,2025-09-23,South,Corporate,Furniture,Cabinet,10,3709.63,0.10,485.64
ORD-10239,2025-07-30,West,"Home Office",Furniture,Table,6,1533.96,0.00,229.13
ORD-10240,2025-12-05,Central,Corporate,Technology,Keyboard,8,3164.84,0.20,283.76
ORD-10241,2024-02-22,Central,Consumer,Furniture,Table,9,2938.44,0.05,672.04
ORD-10242,2024-09-05,South,"Home Office",Furniture,Bookshelf,4,206.27,0.00,11.49
ORD-10243,2025-12-08,South,Corporate,"Office Supplies",Notebook,10,1059.26,0.20,303.11
ORD-10244,2024-07-31,South,"Home Office",Furniture,Chair,9,2826.39,0.15,376.04
ORD-10245,2025-07-13,Central,Corporate,Technology,Keyboard,10,1803.72,0.10,316.11
ORD-10246,2024-08-18,Central,Corporate,Technology,Printer,5,4710.35,0.10,1137.41
ORD-10247,2024-12-23,East,Corporate,Furniture,Bookshelf,5,2824.41,0.10,188.00
ORD-10248,2024-12-19,West,Corporate,Furniture,Table,5,4775.31,0.05,251.28
ORD-10249,2025-11-02,East,Corporate,Furniture,Chair,4,1319.40,0.15,106.37
ORD-10250,2024-10-05,Central,"Home Office",Furniture,Cabinet,10,729.50,0.20,59.66
ORD-10251,2024-08-26,South,"Home Office",Technology,Mouse,6,309.83,0.15,72.87
ORD-10252,2024-06-10,North,"Home Office",Technology,Monitor,8,2064.19,0.15,444.13
ORD-10253,2024-03-01,East,"Home Office","Office Supplies","Pen Set",10,4544.29,0.00,543.80
ORD-10254,2024-06-29,South,Corporate,Furniture,Chair,7,4672.92,0.00,1338.27
ORD-10255,2024-11-01,North,Consumer,Technology,Printer,6,2861.41,0.00,387.34
ORD-10256,2024-05-17,Central,Corporate,Furniture,Table,5,4262.75,0.15,331.83
ORD-10257,2025-04-14,South,"Home Office",Technology,Printer,1,3259.01,0.05,850.55
ORD-10258,2025-09-17,South,Consumer,"Office Supplies",Envelope,7,4287.93,0.15,748.60
ORD-10259,2024-05-23,North,Consumer,Technology,Keyboard,1,2413.40,0.05,285.35
ORD-10260,2024-11-05,East,Corporate,Technology,Keyboard,1,2933.18,0.20,259.49
ORD-10261,2024-05-01,North,"Home Office","Office Supplies",Binder,7,2353.71,0.05,578.59
ORD-10262,2024-10-29,North,"Home Office",Furniture,Cabinet,4,1869.34,0.05,611.66
ORD-10263,2025-09-12,West,"Home Office","Office Supplies",Binder,8,1899.44,0.20,450.56
ORD-10264,2025-09-02,South,"Home Office",Furniture,Desk,9,4372.02,0.00,804.56
ORD-10265,2024-04-24,North,"Home Office",Furniture,Cabinet,9,355.70,0.20,25.13
ORD-10266,2025-06-16,South,Corporate,Furniture,Desk,10,2237.11,0.05,417.55
ORD-10267,2024-05-15,North,Corporate,Furniture,Bookshelf,10,2590.58,0.15,96.68
ORD-10268,2024-09-17,North,Corporate,"Office Supplies","Pen Set",10,4091.44,0.05,253.30
ORD-10269,2024-03-02,North,"Home Office","Office Supplies","Pen Set",8,4676.18,0.00,278.33
ORD-10270,2025-10-23,South,"Home Office","Office Supplies",Binder,7,4820.72,0.10,793.30
ORD-10271,2025-11-08,North,"Home Office","Office Supplies",Notebook,6,4379.04,0.05,331.01
ORD-10272,2024-08-16,Central,Consumer,Furniture,Bookshelf,5,4182.37,0.00,790.05
ORD-10273,2025-01-23,West,"Home Office",Furniture,Table,8,4125.63,0.05,593.46
ORD-10274,2025-11-07,North,Consumer,"Office Supplies",Binder,4,2125.24,0.00,237.65
ORD-10275,2025-09-04,North,Corporate,Technology,Mouse,4,3376.52,0.00,918.96
ORD-10276,2024-08-10,South,"Home Office","Office Supplies",Notebook,3,3784.21,0.00,761.26
ORD-10277,2025-08-14,Central,Corporate,"Office Supplies",Binder,4,3009.69,0.10,362.76
ORD-10278,2024-11-03,South,Corporate,Technology,Mouse,10,1412.01,0.20,386.77
ORD-10279,2024-02-18,Central,Corporate,Technology,Keyboard,9,4862.84,0.15,562.24
ORD-10280,2025-01-20,South,Corporate,"Office Supplies",Notebook,8,960.20,0.20,79.02
ORD-10281,2024-02-29,South,Corporate,Technology,Printer,9,2833.81,0.15,507.25
ORD-10282,2024-12-04,East,Consumer,"Office Supplies",Binder,6,3251.19,0.15,155.21
ORD-10283,2025-01-21,North,Corporate,Furniture,Desk,1,3384.68,0.20,920.92
ORD-10284,2025-05-05,Central,Consumer,Technology,Mouse,5,1084.00,0.10,343.74
ORD-10285,2024-04-30,South,"Home Office",Technology,Monitor,4,3747.05,0.15,856.90
ORD-10286,2025-07-19,West,Consumer,Furniture,Desk,7,1641.99,0.10,278.93
ORD-10287,2025-01-03,East,Corporate,Furniture,Cabinet,8,2588.44,0.15,128.34
ORD-10288,2025-01-14,East,Consumer,Furniture,Bookshelf,10,1598.96,0.00,494.44
ORD-10289,2025-07-20,North,Corporate,Furniture,Desk,7,4677.05,0.20,460.96
ORD-10290,2025-08-06,South,Corporate,Technology,Printer,9,4175.15,0.15,903.43
ORD-10291,2025-10-19,East,Corporate,Furniture,Cabinet,3,3710.99,0.15,890.01
ORD-10292,2025-07-13,South,"Home Office","Office Supplies",Binder,1,2467.17,0.20,412.47
ORD-10293,2024-05-20,North,Corporate,Technology,Laptop,2,4220.60,0.05,1064.23
ORD-10294,2025-01-17,Central,Corporate,Technology,Monitor,8,349.23,0.20,72.56
ORD-10295,2025-02-25,Central,"Home Office",Technology,Laptop,5,108.66,0.20,18.55
ORD-10296,2025-11-21,Central,"Home Office","Office Supplies",Paper,2,2181.34,0.05,688.03
